"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613400,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613501,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613502,22.1,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613502,22.1,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613600,22.1,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613600,22.1,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613700,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613800,8.7,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613800,8.7,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613900,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081614000,0.7,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081614000,0.7,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081984300,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
